timestamp,text
13:16,"Minute 13:16. Close call for Inter."
13:17,"De Bruyne collects rebound, passes sideways."
13:18,"Minute 13:18. Still no breakthrough."
13:19,"Gundogan moves forward, pressed immediately."
13:20,"13:20 minutes gone. Crowd buzzing."
13:21,"Haaland tries shot, blocked instantly."
13:22,"Minute 13:22. Pep furious again."
13:23,"City recycle possession calmly."
13:24,"Minute 13:24. Fans buzzing every touch."
13:25,"Rodri switches play wide, cross blocked."
13:26,"Minute 13:26. Still 0-0."
13:27,"De Bruyne moves into box, blocked by Acerbi."
13:28,"Minute 13:28. Crowd groans."
13:29,"Walker recycles ball, patience high."
13:30,"13:30 minutes gone. Tactical war continues."
13:31,"City building patiently from back."
13:32,"Minute 13:32. Crowd insane."
13:33,"Pep shouting instructions, stress visible."
13:34,"Minute 13:34. Still 0-0."
13:35,"Haaland tries diagonal pass, intercepted."
13:36,"Minute 13:36. Fans react wildly."
13:37,"Corner City again, whipped in, cleared."
13:38,"Minute 13:38. Inter survives."
13:39,"Walker drives forward, cross blocked."
13:40,"14:00 minutes gone. Still 0-0. War of nerves continues."
14:01,"Inter possession, passing calmly at the back."
14:02,"Minute 14:02. Still 0-0, tension high."
14:03,"Dimarco moves ball forward, blocked immediately."
14:04,"Crowd reacts to every touch intensely."
14:05,"City press high, Pep gesturing wildly."
14:06,"Minute 14:06. Fans buzzing non-stop."
14:07,"De Bruyne drops deep, orchestrates play."
14:08,"Minute 14:08. Crowd roaring at midfield battle."
14:09,"Haaland offside flag cuts potential counter."
14:10,"Minute 14:10. Pep furious at linesman."
14:11,"City corner incoming, crowd on feet."
14:12,"Ball whipped in, header blocked!"
14:13,"Minute 14:13. Inter survives again."
14:14,"Gundogan recycles, Rodri passes wide."
14:15,"Minute 14:15. Tactical chess continues."
14:16,"Random fan with inflatable giraffe spotted."
14:17,"City probe left side, blocked."
14:18,"Minute 14:18. Still 0-0."
14:19,"De Bruyne shoots from distance! Wide."
14:20,"Minute 14:20. Crowd groans disappointment."
14:21,"Inter build from back, calm tempo."
14:22,"Minute 14:22. Fans buzzing every touch."
14:23,"Walker overlaps, cross blocked."
14:24,"Minute 14:24. Pep shouting instructions."
14:25,"City recycle ball through midfield."
14:26,"Minute 14:26. Still 0-0."
14:27,"Haaland drives forward, blocked immediately."
14:28,"Minute 14:28. Crowd reacts wildly."
14:29,"Rodri ball to Grealish, cross intercepted."
14:30,"14:30 minutes gone. Tactical stalemate continues."
14:31,"Corner City, whipped in, cleared again."
14:32,"Minute 14:32. Fans scream every clearance."
14:33,"De Bruyne collects rebound, passes sideways."
14:34,"Minute 14:34. Pep claps furiously."
14:35,"Haaland tries diagonal pass, intercepted."
14:36,"Minute 14:36. Crowd groans at miss."
14:37,"City probe right side, blocked again."
14:38,"Minute 14:38. Still 0-0."
14:39,"Walker drives forward, cross blocked."
14:40,"Minute 14:40. Tension rising."
14:41,"De Bruyne tries through ball, blocked."
14:42,"Minute 14:42. Crowd reacts loudly."
14:43,"Corner City again, whipped in, cleared."
14:44,"Minute 14:44. Inter survives once more."
14:45,"City recycle possession calmly."
14:46,"Minute 14:46. Pep pacing sideline."
14:47,"Haaland receives ball, press from Inter, lost."
14:48,"Minute 14:48. Fans groan collectively."
14:49,"De Bruyne moves ball forward, blocked immediately."
14:50,"15:00 minutes gone. Still 0-0, nerves high."
15:01,"Rodri tries long pass, intercepted."
15:02,"Minute 15:02. City frustrated."
15:03,"Inter counter attempt fizzles out."
15:04,"Minute 15:04. Pep shouting instructions."
15:05,"Walker overlaps, cross blocked."
15:06,"Minute 15:06. Crowd buzzing at every touch."
15:07,"City recycle possession through midfield."
15:08,"Minute 15:08. Still 0-0."
15:09,"Gundogan moves forward, blocked by Bastoni."
15:10,"Minute 15:10. Fans react intensely."
15:11,"De Bruyne tries cross, cleared instantly."
15:12,"Minute 15:12. Crowd groans."
15:13,"Haaland drives into box, shot blocked!"
15:14,"Minute 15:14. Close call, still 0-0."
15:15,"City corner incoming, ball whipped in."
15:16,"Minute 15:16. Inter clears successfully."
15:17,"Rodri collects rebound, passes sideways."
15:18,"Minute 15:18. Pep claps in frustration."
15:19,"Walker tries cross again, blocked."
15:20,"16:00 minutes gone. Still 0-0."
16:01,"Haaland offside on quick counter."
16:02,"Minute 16:02. Crowd groans."
16:03,"City possession, probing patiently."
16:04,"Minute 16:04. Tactical war continues."
16:05,"De Bruyne dribbles into box, blocked immediately."
16:06,"Minute 16:06. Crowd cheers defending."
16:07,"Rodri switches play wide."
16:08,"Minute 16:08. Pep shouting nonstop."
16:09,"Walker drives forward, cross blocked."
16:10,"Minute 16:10. Still 0-0."
16:11,"City corner, whipped in, cleared."
16:12,"Minute 16:12. Inter survives again."
16:13,"De Bruyne collects rebound, passes sideways."
16:14,"Minute 16:14. Fans roar at midfield."
16:15,"Haaland drives, blocked by Bastoni."
16:16,"Minute 16:16. Crowd reacts wildly."
16:17,"City recycle possession calmly."
16:18,"Minute 16:18. Pep gesturing furiously."
16:19,"Rodri tries long ball, intercepted."
16:20,"16:20 minutes gone. Still 0-0."
16:21,"Walker overlaps, cross blocked again."
16:22,"Minute 16:22. Crowd cheering intensity."
16:23,"De Bruyne moves ball forward, blocked."
16:24,"Minute 16:24. Still tight."
16:25,"City corner, whipped in, cleared by Inter."
16:26,"Minute 16:26. Pep furious."
16:27,"Gundogan collects loose ball, tries long shot."
16:28,"Minute 16:28. Blocked instantly."
16:29,"Walker drives forward, cross blocked."
16:30,"16:30 minutes gone. Crowd insane."
16:31,"Haaland tries diagonal pass, intercepted."
16:32,"Minute 16:32. Still 0-0."
16:33,"Rodri switches play, cross blocked."
16:34,"Minute 16:34. Tactical stalemate continues."
16:35,"De Bruyne dribbles, blocked by Inter."
16:36,"Minute 16:36. Fans react loudly."
16:37,"City recycle ball through midfield."
16:38,"Minute 16:38. Pep shouting instructions."
16:39,"Walker drives forward, cross blocked."
16:40,"Minute 16:40. Still 0-0."
16:41,"City corner, whipped in, header cleared."
16:42,"Minute 16:42. Crowd roar deafening."
16:43,"De Bruyne collects rebound, passes sideways."
16:44,"Minute 16:44. Inter survives once more."
16:45,"Haaland drives forward, blocked by Bastoni."
16:46,"Minute 16:46. Crowd reaction huge."
16:47,"City patience high, recycling possession."
16:48,"Minute 16:48. Pep claps repeatedly."
16:49,"Rodri long ball to Grealish, blocked."
16:50,"17:00 minutes gone. Still 0-0."
17:01,"Walker drives forward, cross blocked."
17:02,"Minute 17:02. Crowd intensity rises."
17:03,"Haaland tries shot from edge, blocked."
17:04,"Minute 17:04. Pep furious again."
17:05,"City recycle possession through midfield."
17:06,"Minute 17:06. Fans reacting to every touch."
17:07,"De Bruyne dribbles, blocked by Inter defense."
17:08,"Minute 17:08. Still 0-0."
17:09,"Corner City again, whipped in, cleared."
17:10,"Minute 17:10. Crowd screams loudly."
17:11,"Rodri collects rebound, passes sideways."
17:12,"Minute 17:12. Tactical battle continues."
17:13,"Walker drives forward, cross blocked again."
17:14,"Minute 17:14. Fans still buzzing."
17:15,"Haaland offside on quick counter."
17:16,"Minute 17:16. Crowd groans."
17:17,"City possession, passing calmly."
17:18,"Minute 17:18. Still 0-0."
17:19,"De Bruyne shoots from distance! Blocked."
17:20,"Minute 17:20. Crowd reacts intensely."
17:21,"Inter counter fizzles, City regain possession."
17:22,"Minute 17:22. Pep gesturing furiously."
17:23,"Walker drives forward, cross blocked."
17:24,"Minute 17:24. Crowd roaring at every touch."
17:25,"City corner whipped in, cleared by Inter."
17:26,"Minute 17:26. Pep frustrated."
17:27,"De Bruyne collects rebound, passes sideways."
17:28,"Minute 17:28. Fans react wildly."
17:29,"Haaland tries diagonal pass, blocked."
17:30,"18:00 minutes gone. Still 0-0, nerves high."
18:01,"City recycle possession through midfield, Pep shouting instructions."
18:02,"Minute 18:02. Still 0-0, tension mounting."
18:03,"De Bruyne dribbles into box, blocked instantly."
18:04,"Minute 18:04. Crowd roars every touch."
18:05,"Walker overlaps, cross blocked."
18:06,"Minute 18:06. Fans buzzing, nerves high."
18:07,"Haaland receives ball, immediately pressed by Inter."
18:08,"Minute 18:08. Pep furious at linesman."
18:09,"City corner incoming, crowd on feet."
18:10,"Minute 18:10. Ball whipped in, header cleared."
18:11,"Rodri collects rebound, passes sideways."
18:12,"Minute 18:12. Crowd reacting wildly."
18:13,"Walker drives forward, cross blocked again."
18:14,"Minute 18:14. Tactical stalemate continues."
18:15,"De Bruyne moves forward, blocked by Inter."
18:16,"Minute 18:16. Fans scream at every clearance."
18:17,"City recycle possession, patience high."
18:18,"Minute 18:18. Pep gesturing furiously."
18:19,"Haaland tries diagonal pass, blocked."
18:20,"Minute 18:20. Crowd intensity rises."
18:21,"Rodri long pass to Grealish, intercepted."
18:22,"Minute 18:22. City frustrated."
18:23,"Corner City again, whipped in, cleared."
18:24,"Minute 18:24. Fans react wildly."
18:25,"De Bruyne collects rebound, passes sideways."
18:26,"Minute 18:26. Pep pacing sideline."
18:27,"Walker drives forward, cross blocked."
18:28,"Minute 18:28. Crowd roaring, still 0-0."
18:29,"Haaland shot attempt blocked instantly."
18:30,"18:30 minutes gone. Tactical war continues."
18:31,"City recycling ball through midfield."
18:32,"Minute 18:32. Fans reacting to every touch."
18:33,"De Bruyne dribbles, blocked by Inter defense."
18:34,"Minute 18:34. Still 0-0."
18:35,"Rodri passes sideways, City retaining possession."
18:36,"Minute 18:36. Pep furious at missed chance."
18:37,"Walker drives forward, cross blocked again."
18:38,"Minute 18:38. Crowd screams at each clearance."
18:39,"Haaland tries through ball, blocked by Bastoni."
18:40,"Minute 18:40. Fans groaning loudly."
18:41,"City corner whipped in, header cleared."
18:42,"Minute 18:42. Tactical stalemate continues."
18:43,"De Bruyne collects rebound, passes sideways."
18:44,"Minute 18:44. Pep shouting instructions."
18:45,"Walker drives forward, cross blocked again."
18:46,"Minute 18:46. Crowd intensity rising."
18:47,"Haaland offside on quick counter."
18:48,"Minute 18:48. Fans groan in disappointment."
18:49,"City possession, passing calmly at back."
18:50,"19:00 minutes gone. Still 0-0."
19:01,"De Bruyne dribbles into box, blocked."
19:02,"Minute 19:02. Crowd reacts intensely."
19:03,"Walker overlaps, cross blocked."
19:04,"Minute 19:04. Tactical war continues."
19:05,"Haaland tries long shot, blocked instantly."
19:06,"Minute 19:06. Crowd cheering defending."
19:07,"Rodri switches play wide, cross blocked."
19:08,"Minute 19:08. Pep furious again."
19:09,"City recycle possession calmly."
19:10,"Minute 19:10. Still 0-0, nerves high."
19:11,"Walker drives forward, cross blocked."
19:12,"Minute 19:12. Fans roaring."
19:13,"De Bruyne dribbles, blocked by Inter."
19:14,"Minute 19:14. Crowd reacts wildly."
19:15,"Corner City whipped in, cleared by Inter."
19:16,"Minute 19:16. Tactical stalemate continues."
19:17,"Rodri collects rebound, passes sideways."
19:18,"Minute 19:18. Pep shouting on sideline."
19:19,"Haaland drives forward, blocked by Bastoni."
19:20,"Minute 19:20. Crowd intensity high."
19:21,"City recycle possession, patience high."
19:22,"Minute 19:22. Fans reacting to every touch."
19:23,"De Bruyne tries diagonal pass, blocked."
19:24,"Minute 19:24. Pep furious again."
19:25,"Walker drives forward, cross blocked."
19:26,"Minute 19:26. Crowd screaming wildly."
19:27,"City corner whipped in, cleared instantly."
19:28,"Minute 19:28. Still 0-0."
19:29,"De Bruyne collects rebound, passes sideways."
19:30,"20:00 minutes gone. Tactical stalemate continues."
20:01,"Haaland shot attempt blocked by Inter again."
20:02,"Minute 20:02. Crowd groans."
20:03,"Walker drives forward, cross blocked."
20:04,"Minute 20:04. Pep gesturing wildly."
20:05,"City recycle possession, passing calm."
20:06,"Minute 20:06. Fans roaring at every touch."
20:07,"De Bruyne dribbles into box, blocked."
20:08,"Minute 20:08. Crowd reacts intensely."
20:09,"Rodri switches play wide, cross blocked."
20:10,"20:10 minutes gone. Still 0-0."
20:11,"Walker drives forward, blocked immediately."
20:12,"Minute 20:12. Fans groaning."
20:13,"Haaland tries through ball, blocked by Bastoni."
20:14,"Minute 20:14. Crowd reacts loudly."
20:15,"City corner whipped in, cleared by Inter defenders."
20:16,"Minute 20:16. Pep furious again."
20:17,"De Bruyne collects rebound, passes sideways."
20:18,"Minute 20:18. Crowd buzzing with every touch."
20:19,"Walker drives forward, cross blocked."
20:20,"20:20 minutes gone. Tactical war continues."
20:21,"Haaland offside on counter."
20:22,"Minute 20:22. Fans groan."
20:23,"City recycle possession calmly."
20:24,"Minute 20:24. Pep shouting instructions."
20:25,"De Bruyne dribbles, blocked by Inter defense."
20:26,"Minute 20:26. Crowd reacts wildly."
20:27,"Rodri long ball to Grealish, intercepted."
20:28,"Minute 20:28. Tactical stalemate continues."
20:29,"Walker drives forward, cross blocked."
20:30,"20:30 minutes gone. Still 0-0."
20:31,"City corner whipped in, cleared by Inter."
20:32,"Minute 20:32. Crowd reacts loudly."
20:33,"De Bruyne collects rebound, passes sideways."
20:34,"Minute 20:34. Pep pacing furiously."
20:35,"Haaland drives forward, blocked by Bastoni."
20:36,"Minute 20:36. Crowd intensity high."
20:37,"City recycle possession, patience high."
20:38,"Minute 20:38. Fans reacting to every touch."
20:39,"Walker drives forward, cross blocked."
20:40,"Minute 20:40. Still 0-0."
20:41,"De Bruyne dribbles into box, blocked again."
20:42,"Minute 20:42. Crowd reacts wildly."
20:43,"City corner, whipped in, cleared by Inter."
20:44,"Minute 20:44. Tactical war continues."
20:45,"Rodri collects rebound, passes sideways."
20:46,"Minute 20:46. Pep furious again."
20:47,"Haaland tries through ball, blocked."
20:48,"Minute 20:48. Crowd reacts loudly."
20:49,"Walker drives forward, cross blocked."
20:50,"21:00 minutes gone. Still 0-0."
21:01,"City recycle possession calmly."
21:02,"Minute 21:02. Fans roaring at every touch."
21:03,"De Bruyne dribbles, blocked by Inter defense."
21:04,"Minute 21:04. Crowd groans."
21:05,"Rodri long pass blocked immediately."
21:06,"Minute 21:06. Pep shouting furiously."
21:07,"Walker drives forward, cross blocked."
21:08,"Minute 21:08. Crowd reacts wildly."
21:09,"City corner whipped in, cleared by Inter."
21:10,"21:10 minutes gone. Still 0-0."
21:11,"De Bruyne collects rebound, passes sideways."
21:12,"Minute 21:12. Fans buzzing intensely."
21:13,"Haaland drives forward, blocked by Bastoni."
21:14,"Minute 21:14. Crowd intensity rises."
21:15,"City recycle possession through midfield."
21:16,"Minute 21:16. Pep gesturing furiously."
21:17,"Walker drives forward, cross blocked again."
21:18,"Minute 21:18. Fans reacting to every clearance."
21:19,"De Bruyne dribbles into box, blocked."
21:20,"21:20 minutes gone. Tactical stalemate continues."
21:21,"Rodri passes sideways, City retain possession."
21:22,"Minute 21:22. Crowd reacts loudly."
21:23,"Walker drives forward, cross blocked."
21:24,"Minute 21:24. Still 0-0."
21:25,"Haaland offside on counterattack."
21:26,"Minute 21:26. Fans groaning."
21:27,"City recycle possession calmly."
21:28,"Minute 21:28. Pep shouting instructions."
21:29,"De Bruyne dribbles, blocked by Inter defense."
21:30,"22:00 minutes gone. Still 0-0. Nerves high."
22:01,"City possession, probing patiently through midfield."
22:02,"Minute 22:02. Crowd buzzing at every touch."
22:03,"De Bruyne dribbles, blocked instantly by Bastoni."
22:04,"Minute 22:04. Fans groaning at missed chance."
22:05,"Walker overlaps, cross blocked again."
22:06,"Minute 22:06. Pep shouting instructions furiously."
22:07,"Haaland tries shot from edge, blocked by Onana."
22:08,"Minute 22:08. Crowd reacts wildly."
22:09,"Rodri switches play wide, cross blocked."
22:10,"22:10 minutes gone. Still 0-0."
22:11,"City corner whipped in, header cleared by Inter defenders."
22:12,"Minute 22:12. Pep furious at wasted chance."
22:13,"De Bruyne collects rebound, passes sideways."
22:14,"Minute 22:14. Crowd roars every touch."
22:15,"Walker drives forward, cross blocked."
22:16,"Minute 22:16. Fans buzzing with excitement."
22:17,"Haaland tries diagonal pass, blocked."
22:18,"Minute 22:18. Tactical stalemate continues."
22:19,"City recycle possession, patience high."
22:20,"22:20 minutes gone. Pep gesturing wildly."
22:21,"De Bruyne dribbles into box, blocked again."
22:22,"Minute 22:22. Crowd reacts loudly."
22:23,"Walker overlaps, cross blocked again."
22:24,"Minute 22:24. Still 0-0."
22:25,"Rodri passes sideways, City retain possession."
22:26,"Minute 22:26. Fans react intensely."
22:27,"Haaland offside on quick counter."
22:28,"Minute 22:28. Crowd groans loudly."
22:29,"City corner incoming, ball whipped in, cleared."
22:30,"22:30 minutes gone. Tactical war continues."
22:31,"De Bruyne collects rebound, passes sideways."
22:32,"Minute 22:32. Pep furious at sideline."
22:33,"Walker drives forward, cross blocked."
22:34,"Minute 22:34. Crowd reacting wildly."
22:35,"Haaland tries shot from edge, blocked instantly."
22:36,"Minute 22:36. Fans scream in frustration."
22:37,"City recycle possession calmly through midfield."
22:38,"Minute 22:38. Pep gesturing furiously."
22:39,"De Bruyne dribbles, blocked by Inter defense."
22:40,"23:00 minutes gone. Still 0-0."
23:01,"Walker drives forward, cross blocked again."
23:02,"Minute 23:02. Crowd reacts wildly."
23:03,"Corner City whipped in, header cleared by Inter defenders."
23:04,"Minute 23:04. Tactical stalemate continues."
23:05,"Rodri collects rebound, passes sideways."
23:06,"Minute 23:06. Pep furious at wasted chance."
23:07,"Haaland drives forward, blocked by Bastoni."
23:08,"Minute 23:08. Crowd reacts loudly."
23:09,"City recycle possession, patience high."
23:10,"23:10 minutes gone. Fans buzzing with tension."
23:11,"De Bruyne dribbles into box, blocked again."
23:12,"Minute 23:12. Crowd reacts intensely."
23:13,"Walker drives forward, cross blocked."
23:14,"Minute 23:14. Pep shouting instructions."
23:15,"Haaland offside on counterattack."
23:16,"Minute 23:16. Fans groan loudly."
23:17,"City recycle possession calmly through midfield."
23:18,"Minute 23:18. Still 0-0."
23:19,"De Bruyne dribbles, blocked by Inter defense."
23:20,"23:20 minutes gone. Crowd reacts to every touch."
23:21,"Rodri long ball to Grealish, intercepted."
23:22,"Minute 23:22. Pep furious again."
23:23,"Walker drives forward, cross blocked."
23:24,"Minute 23:24. Crowd intensity high."
23:25,"City corner whipped in, cleared by Inter defenders."
23:26,"Minute 23:26. Fans scream loudly."
23:27,"De Bruyne collects rebound, passes sideways."
23:28,"Minute 23:28. Tactical stalemate continues."
23:29,"Haaland drives forward, blocked instantly."
23:30,"23:30 minutes gone. Still 0-0."
23:31,"City recycle possession, patience high."
23:32,"Minute 23:32. Pep gesturing furiously."
23:33,"Walker drives forward, cross blocked."
23:34,"Minute 23:34. Crowd reacts wildly."
23:35,"De Bruyne dribbles into box, blocked by Bastoni."
23:36,"Minute 23:36. Fans groaning."
23:37,"Rodri passes sideways, City retain possession."
23:38,"Minute 23:38. Pep shouting instructions."
23:39,"Haaland offside on counter."
23:40,"24:00 minutes gone. Crowd intensity high."
24:01,"Walker drives forward, cross blocked again."
24:02,"Minute 24:02. Fans reacting wildly."
24:03,"City corner whipped in, header cleared."
24:04,"Minute 24:04. Tactical war continues."
24:05,"De Bruyne collects rebound, passes sideways."
24:06,"Minute 24:06. Crowd reacts intensely."
24:07,"Haaland drives forward, blocked by Bastoni."
24:08,"Minute 24:08. Pep furious."
24:09,"City recycle possession calmly."
24:10,"24:10 minutes gone. Fans buzzing at every touch."
24:11,"Walker drives forward, cross blocked."
24:12,"Minute 24:12. Crowd reacts wildly."
24:13,"De Bruyne dribbles, blocked by Inter defense."
24:14,"Minute 24:14. Still 0-0."
24:15,"Rodri long ball, intercepted by Inter."
24:16,"Minute 24:16. Pep gesturing furiously."
24:17,"City corner whipped in, cleared."
24:18,"Minute 24:18. Crowd reacts loudly."
24:19,"De Bruyne collects rebound, passes sideways."
24:20,"24:20 minutes gone. Tactical stalemate continues."
24:21,"Walker drives forward, cross blocked."
24:22,"Minute 24:22. Crowd intensity rising."
24:23,"Haaland tries through ball, blocked."
24:24,"Minute 24:24. Fans react wildly."
24:25,"City recycle possession calmly through midfield."
24:26,"24:26 minutes gone. Pep furious."
24:27,"De Bruyne dribbles, blocked instantly."
24:28,"Minute 24:28. Crowd groans."
24:29,"Rodri passes sideways, City retain possession."
24:30,"24:30 minutes gone. Still 0-0."
24:31,"Walker drives forward, cross blocked."
24:32,"Minute 24:32. Crowd reacting wildly."
24:33,"Corner City whipped in, cleared by Inter."
24:34,"Minute 24:34. Tactical war continues."
24:35,"De Bruyne collects rebound, passes sideways."
24:36,"Minute 24:36. Pep shouting instructions."
24:37,"Haaland drives forward, blocked by Bastoni."
24:38,"Minute 24:38. Crowd reacts intensely."
24:39,"City recycle possession, patience high."
24:40,"25:00 minutes gone. Fans buzzing non-stop."
25:01,"De Bruyne dribbles into box, blocked again."
25:02,"Minute 25:02. Crowd reacts wildly."
25:03,"Walker drives forward, cross blocked."
25:04,"Minute 25:04. Pep furious again."
25:05,"Haaland offside on quick counter."
25:06,"Minute 25:06. Crowd groans loudly."
25:07,"City recycle possession calmly through midfield."
25:08,"Minute 25:08. Still 0-0."
25:09,"De Bruyne dribbles, blocked instantly by Inter defense."
25:10,"25:10 minutes gone. Crowd reacts to every touch."
25:11,"Rodri long ball to Grealish, intercepted."
25:12,"Minute 25:12. Pep gesturing furiously."
25:13,"Walker drives forward, cross blocked."
25:14,"Minute 25:14. Fans react wildly."
25:15,"City corner whipped in, cleared by Inter."
25:16,"Minute 25:16. Crowd reacts loudly."
25:17,"De Bruyne collects rebound, passes sideways."
25:18,"Minute 25:18. Tactical stalemate continues."
25:19,"Haaland drives forward, blocked instantly."
25:20,"25:20 minutes gone. Pep furious at missed chance."
25:21,"City recycle possession, patience high."
25:22,"Minute 25:22. Crowd reacting intensely."
25:23,"Walker drives forward, cross blocked."
25:24,"Minute 25:24. Fans groaning loudly."
25:25,"De Bruyne dribbles into box, blocked."
25:26,"26:00 minutes gone. Still 0-0. Tactical war continues."
26:01,"City possession, probing patiently through midfield."
26:02,"Minute 26:02. Crowd buzzing at every touch."
26:03,"De Bruyne dribbles, blocked instantly by Bastoni."
26:04,"Minute 26:04. Fans groaning at missed chance."
26:05,"Walker overlaps, cross blocked again."
26:06,"Minute 26:06. Pep shouting instructions furiously."
26:07,"Haaland tries shot from edge, blocked by Onana."
26:08,"Minute 26:08. Crowd reacts wildly."
26:09,"Rodri switches play wide, cross blocked."
26:10,"26:10 minutes gone. Still 0-0."
26:11,"City corner whipped in, header cleared by Inter defenders."
26:12,"Minute 26:12. Pep furious at wasted chance."
26:13,"De Bruyne collects rebound, passes sideways."
26:14,"Minute 26:14. Crowd roars every touch."
26:15,"Walker drives forward, cross blocked."
26:16,"Minute 26:16. Fans buzzing with excitement."
26:17,"Haaland tries diagonal pass, blocked."
26:18,"Minute 26:18. Tactical stalemate continues."
26:19,"City recycle possession, patience high."
26:20,"26:20 minutes gone. Pep gesturing wildly."
26:21,"De Bruyne dribbles into box, blocked again."
26:22,"Minute 26:22. Crowd reacts loudly."
26:23,"Walker overlaps, cross blocked again."
26:24,"Minute 26:24. Still 0-0."
26:25,"Rodri passes sideways, City retain possession."
26:26,"Minute 26:26. Fans react intensely."
26:27,"Haaland offside on quick counter."
26:28,"Minute 26:28. Crowd groans loudly."
26:29,"City corner incoming, ball whipped in, cleared."
26:30,"26:30 minutes gone. Tactical war continues."
26:31,"De Bruyne collects rebound, passes sideways."
26:32,"Minute 26:32. Pep furious at sideline."
26:33,"Walker drives forward, cross blocked."
26:34,"Minute 26:34. Crowd reacting wildly."
26:35,"Haaland tries shot from edge, blocked instantly."
26:36,"Minute 26:36. Fans scream in frustration."
26:37,"City recycle possession calmly through midfield."
26:38,"Minute 26:38. Pep gesturing furiously."
26:39,"De Bruyne dribbles, blocked by Inter defense."
26:40,"27:00 minutes gone. Still 0-0."
27:01,"Walker drives forward, cross blocked again."
27:02,"Minute 27:02. Crowd reacts wildly."
27:03,"Corner City whipped in, header cleared by Inter defenders."
27:04,"Minute 27:04. Tactical stalemate continues."
27:05,"Rodri collects rebound, passes sideways."
27:06,"Minute 27:06. Pep furious at wasted chance."
27:07,"Haaland drives forward, blocked by Bastoni."
27:08,"Minute 27:08. Crowd reacts loudly."
27:09,"City recycle possession, patience high."
27:10,"27:10 minutes gone. Fans buzzing with tension."
27:11,"De Bruyne dribbles into box, blocked again."
27:12,"Minute 27:12. Crowd reacts wildly."
27:13,"Walker drives forward, cross blocked."
27:14,"Minute 27:14. Pep furious again."
27:15,"Haaland offside on counterattack."
27:16,"Minute 27:16. Crowd groans loudly."
27:17,"City recycle possession calmly through midfield."
27:18,"Minute 27:18. Still 0-0."
27:19,"De Bruyne dribbles, blocked instantly by Inter defense."
27:20,"27:20 minutes gone. Crowd reacts to every touch."
27:21,"Rodri long ball to Grealish, intercepted."
27:22,"Minute 27:22. Pep gesturing furiously."
27:23,"Walker drives forward, cross blocked."
27:24,"Minute 27:24. Fans react wildly."
27:25,"City corner whipped in, cleared by Inter."
27:26,"Minute 27:26. Crowd reacts loudly."
27:27,"De Bruyne collects rebound, passes sideways."
27:28,"Minute 27:28. Tactical stalemate continues."
27:29,"Haaland drives forward, blocked instantly."
27:30,"27:30 minutes gone. Still 0-0."
27:31,"City recycle possession, patience high."
27:32,"Minute 27:32. Pep gesturing furiously."
27:33,"Walker drives forward, cross blocked."
27:34,"Minute 27:34. Crowd reacts wildly."
27:35,"De Bruyne dribbles into box, blocked by Bastoni."
27:36,"Minute 27:36. Fans groaning."
27:37,"Rodri passes sideways, City retain possession."
27:38,"Minute 27:38. Pep shouting instructions."
27:39,"Haaland offside on counter."
27:40,"28:00 minutes gone. Crowd intensity high."
28:01,"Walker drives forward, cross blocked again."
28:02,"Minute 28:02. Fans reacting wildly."
28:03,"City corner whipped in, header cleared."
28:04,"Minute 28:04. Tactical war continues."
28:05,"De Bruyne collects rebound, passes sideways."
28:06,"Minute 28:06. Crowd reacts intensely."
28:07,"Haaland drives forward, blocked by Bastoni."
28:08,"Minute 28:08. Pep furious."
28:09,"City recycle possession calmly."
28:10,"28:10 minutes gone. Fans buzzing at every touch."
28:11,"Walker drives forward, cross blocked."
28:12,"Minute 28:12. Crowd reacts wildly."
28:13,"De Bruyne dribbles, blocked by Inter defense."
28:14,"Minute 28:14. Still 0-0."
28:15,"Rodri long ball, intercepted by Inter."
28:16,"Minute 28:16. Pep gesturing furiously."
28:17,"City corner whipped in, cleared."
28:18,"Minute 28:18. Crowd reacts loudly."
28:19,"De Bruyne collects rebound, passes sideways."
28:20,"28:20 minutes gone. Tactical stalemate continues."
28:21,"Walker drives forward, cross blocked."
28:22,"Minute 28:22. Crowd intensity rising."
28:23,"Haaland tries through ball, blocked."
28:24,"Minute 28:24. Fans react wildly."
28:25,"City recycle possession calmly through midfield."
28:26,"28:26 minutes gone. Pep furious."
28:27,"De Bruyne dribbles, blocked instantly."
28:28,"Minute 28:28. Crowd groans."
28:29,"Rodri passes sideways, City retain possession."
28:30,"28:30 minutes gone. Still 0-0."
28:31,"Walker drives forward, cross blocked."
28:32,"Minute 28:32. Crowd reacting wildly."
28:33,"Corner City whipped in, cleared by Inter."
28:34,"Minute 28:34. Tactical war continues."
28:35,"De Bruyne collects rebound, passes sideways."
28:36,"Minute 28:36. Pep shouting instructions."
28:37,"Haaland drives forward, blocked by Bastoni."
28:38,"Minute 28:38. Crowd reacts intensely."
28:39,"City recycle possession, patience high."
28:40,"29:00 minutes gone. Fans buzzing non-stop."
29:01,"De Bruyne dribbles into box, blocked again."
29:02,"Minute 29:02. Crowd reacts wildly."
29:03,"Walker drives forward, cross blocked."
29:04,"Minute 29:04. Pep furious again."
29:05,"Haaland offside on quick counter."
29:06,"Minute 29:06. Crowd groans loudly."
29:07,"City recycle possession calmly through midfield."
29:08,"Minute 29:08. Still 0-0."
29:09,"De Bruyne dribbles, blocked instantly by Inter defense."
29:10,"29:10 minutes gone. Crowd reacts to every touch."
29:11,"Rodri long ball to Grealish, intercepted."
